# time       norm          energy        x_avg        sx          
0.000000e+00 1.000000e+00  2.207500e+04 -1.000000e+00 7.071068e-02
3.500000e-03 1.000000e+00  2.207520e+04 -2.650047e-01 7.489991e-02
3.600000e-03 1.000000e+00  2.207556e+04 -2.440142e-01 7.510626e-02
3.700000e-03 1.000000e+00  2.207650e+04 -2.230400e-01 7.527469e-02
3.800000e-03 1.000000e+00  2.207868e+04 -2.021044e-01 7.535738e-02
3.900000e-03 1.000000e+00  2.208340e+04 -1.812531e-01 7.527314e-02
4.000000e-03 1.000000e+00  2.209283e+04 -1.605709e-01 7.490204e-02
4.100000e-03 1.000000e+00  2.211025e+04 -1.402021e-01 7.409497e-02
4.200000e-03 1.000000e+00  2.214010e+04 -1.203692e-01 7.270975e-02
4.300000e-03 1.000000e+00  2.218752e+04 -1.013841e-01 7.068258e-02
4.400000e-03 1.000000e+00  2.225751e+04 -8.364192e-02 6.813598e-02
4.500000e-03 1.000000e+00  2.235355e+04 -6.759066e-02 6.550781e-02
4.600000e-03 1.000000e+00  2.247616e+04 -5.367802e-02 6.364766e-02
4.700000e-03 1.000000e+00  2.262194e+04 -4.228379e-02 6.375022e-02
4.800000e-03 1.000000e+00  2.278352e+04 -3.365506e-02 6.697165e-02
4.900000e-03 1.000000e+00  2.295054e+04 -2.786230e-02 7.386918e-02
5.000000e-03 1.000000e+00  2.311170e+04 -2.478909e-02 8.419706e-02
5.100000e-03 1.000000e+00  2.325693e+04 -2.415763e-02 9.723234e-02
5.200000e-03 1.000000e+00  2.337914e+04 -2.558114e-02 1.121939e-01
5.300000e-03 1.000000e+00  2.347500e+04 -2.862738e-02 1.284498e-01
5.400000e-03 1.000000e+00  2.354473e+04 -3.287704e-02 1.455508e-01
5.500000e-03 1.000000e+00  2.359105e+04 -3.796555e-02 1.631949e-01
5.600000e-03 1.000000e+00  2.361809e+04 -4.360414e-02 1.811848e-01
5.700000e-03 1.000000e+00  2.363048e+04 -4.958244e-02 1.993941e-01
5.800000e-03 1.000000e+00  2.363275e+04 -5.575868e-02 2.177452e-01
5.900000e-03 1.000000e+00  2.362910e+04 -6.204411e-02 2.361964e-01
6.000000e-03 1.000000e+00  2.362311e+04 -6.838694e-02 2.547319e-01
6.100000e-03 1.000000e+00  2.361749e+04 -7.475890e-02 2.733536e-01
6.200000e-03 1.000000e+00  2.361383e+04 -8.114544e-02 2.920737e-01
6.300000e-03 1.000000e+00  2.361256e+04 -8.753940e-02 3.109076e-01
6.400000e-03 1.000000e+00  2.361325e+04 -9.393733e-02 3.298686e-01
6.500000e-03 1.000000e+00  2.361499e+04 -1.003375e-01 3.489656e-01
6.600000e-03 1.000000e+00  2.361694e+04 -1.067391e-01 3.682013e-01
6.700000e-03 1.000000e+00  2.361852e+04 -1.131416e-01 3.875730e-01
6.800000e-03 1.000000e+00  2.361954e+04 -1.195446e-01 4.070735e-01
6.900000e-03 1.000000e+00  2.362007e+04 -1.259478e-01 4.266917e-01
7.000000e-03 1.000000e+00  2.362026e+04 -1.323509e-01 4.464135e-01
7.100000e-03 1.000000e+00  2.362029e+04 -1.387535e-01 4.662221e-01
7.200000e-03 1.000000e+00  2.362026e+04 -1.451552e-01 4.860986e-01
7.300000e-03 1.000000e+00  2.362023e+04 -1.515556e-01 5.060227e-01
7.400000e-03 1.000000e+00  2.362020e+04 -1.579543e-01 5.259728e-01
7.500000e-03 1.000000e+00  2.362019e+04 -1.643511e-01 5.459277e-01
7.600000e-03 1.000000e+00  2.362018e+04 -1.707460e-01 5.658676e-01
7.700000e-03 1.000000e+00  2.362018e+04 -1.771395e-01 5.857762e-01
7.800000e-03 1.000000e+00  2.362018e+04 -1.835319e-01 6.056422e-01
7.900000e-03 1.000000e+00  2.362018e+04 -1.899242e-01 6.254612e-01
8.000000e-03 1.000000e+00  2.362018e+04 -1.963171e-01 6.452358e-01
8.100000e-03 1.000000e+00  2.362018e+04 -2.027112e-01 6.649750e-01
8.200000e-03 1.000000e+00  2.362018e+04 -2.091070e-01 6.846922e-01
8.300000e-03 1.000000e+00  2.362017e+04 -2.155045e-01 7.044029e-01
8.400000e-03 1.000000e+00  2.362017e+04 -2.219036e-01 7.241225e-01
8.500000e-03 1.000000e+00  2.362016e+04 -2.283042e-01 7.438641e-01
8.600000e-03 1.000000e+00  2.362015e+04 -2.347058e-01 7.636379e-01
8.700000e-03 1.000000e+00  2.362014e+04 -2.411082e-01 7.834508e-01
8.800000e-03 1.000000e+00  2.362012e+04 -2.475112e-01 8.033065e-01
8.900000e-03 1.000000e+00  2.362011e+04 -2.539144e-01 8.232057e-01
9.000000e-03 1.000000e+00  2.362009e+04 -2.603175e-01 8.431467e-01
9.100000e-03 1.000000e+00  2.362008e+04 -2.667202e-01 8.631251e-01
9.200000e-03 1.000000e+00  2.362006e+04 -2.731221e-01 8.831344e-01
9.300000e-03 1.000000e+00  2.362005e+04 -2.795228e-01 9.031661e-01
9.400000e-03 1.000000e+00  2.362004e+04 -2.859218e-01 9.232099e-01
9.500000e-03 1.000000e+00  2.362003e+04 -2.923189e-01 9.432548e-01
9.600000e-03 1.000000e+00  2.362003e+04 -2.987142e-01 9.632895e-01
9.700000e-03 1.000000e+00  2.362002e+04 -3.051079e-01 9.833036e-01
9.800000e-03 1.000000e+00  2.362002e+04 -3.115005e-01 1.003289e+00
9.900000e-03 1.000000e+00  2.362002e+04 -3.178927e-01 1.023242e+00
1.000000e-02 1.000000e+00  2.362002e+04 -3.242855e-01 1.043163e+00
1.010000e-02 1.000000e+00  2.362002e+04 -3.306793e-01 1.063054e+00
1.020000e-02 1.000000e+00  2.362002e+04 -3.370748e-01 1.082925e+00
1.030000e-02 1.000000e+00  2.362002e+04 -3.434720e-01 1.102784e+00
1.040000e-02 1.000000e+00  2.362001e+04 -3.498709e-01 1.122642e+00
1.050000e-02 1.000000e+00  2.362001e+04 -3.562712e-01 1.142507e+00
1.060000e-02 1.000000e+00  2.362000e+04 -3.626726e-01 1.162388e+00
1.070000e-02 1.000000e+00  2.361999e+04 -3.690749e-01 1.182291e+00
1.080000e-02 1.000000e+00  2.361997e+04 -3.754778e-01 1.202218e+00
1.090000e-02 1.000000e+00  2.361996e+04 -3.818810e-01 1.222172e+00
1.100000e-02 1.000000e+00  2.361994e+04 -3.882841e-01 1.242152e+00
1.110000e-02 1.000000e+00  2.361992e+04 -3.946869e-01 1.262157e+00
1.120000e-02 1.000000e+00  2.361991e+04 -4.010890e-01 1.282183e+00
1.130000e-02 1.000000e+00  2.361990e+04 -4.074899e-01 1.302226e+00
1.140000e-02 1.000000e+00  2.361989e+04 -4.138892e-01 1.322277e+00
1.150000e-02 1.000000e+00  2.361988e+04 -4.202867e-01 1.342331e+00
1.160000e-02 1.000000e+00  2.361987e+04 -4.266823e-01 1.362379e+00
1.170000e-02 1.000000e+00  2.361987e+04 -4.330763e-01 1.382414e+00
1.180000e-02 1.000000e+00  2.361987e+04 -4.394690e-01 1.402428e+00
1.190000e-02 1.000000e+00  2.361987e+04 -4.458613e-01 1.422419e+00
1.200000e-02 1.000000e+00  2.361987e+04 -4.522539e-01 1.442385e+00
