# x psi_r psi_i psi2 
 6.248500e-01 -4.489074e-03 -1.130927e-02 1.480513e-04
 6.251755e-01  2.211968e-03  9.457958e-03 9.434577e-05
 6.255010e-01 -9.029517e-04 -4.691676e-03 2.282714e-05
 6.258265e-01 -2.319148e-03 -1.616243e-03 7.990687e-06
 6.261521e-01  3.212909e-03  7.189713e-03 6.201476e-05
 6.264776e-01 -4.715599e-03 -1.093729e-02 1.418612e-04
 6.268031e-01  3.224680e-03  1.084530e-02 1.280192e-04
 6.271286e-01 -2.251532e-03 -8.061115e-03 7.005098e-05
 6.274542e-01 -8.545357e-04  2.074098e-03 5.032116e-06
 6.277797e-01  2.322439e-03  3.693228e-03 1.903366e-05
 6.281052e-01 -4.380594e-03 -9.292685e-03 1.055436e-04
 6.284308e-01  3.884559e-03  1.099200e-02 1.359138e-04
 6.287563e-01 -3.323727e-03 -1.048697e-02 1.210237e-04
 6.290818e-01  7.241943e-04  5.538960e-03 3.120453e-05
 6.294073e-01  1.179853e-03 -2.141652e-04 1.437919e-06
 6.297329e-01 -3.528273e-03 -6.558945e-03 5.546846e-05
 6.300584e-01  4.109690e-03  9.887096e-03 1.146442e-04
 6.303839e-01 -4.002791e-03 -1.168380e-02 1.525336e-04
 6.307094e-01  2.228519e-03  8.383223e-03 7.524472e-05
 6.310350e-01 -9.067708e-05 -4.077059e-03 1.663064e-05
 6.313605e-01 -2.264342e-03 -3.048018e-03 1.441766e-05
 6.316860e-01  3.866404e-03  7.661278e-03 7.364426e-05
 6.320116e-01 -4.218740e-03 -1.151106e-02 1.503023e-04
 6.323371e-01  3.477222e-03  1.028034e-02 1.177764e-04
 6.326626e-01 -1.351306e-03 -7.448382e-03 5.730443e-05
 6.329881e-01 -7.425939e-04  8.351963e-04 1.248999e-06
 6.333137e-01  3.174413e-03  4.571345e-03 3.097410e-05
 6.336392e-01 -3.955096e-03 -9.989611e-03 1.154351e-04
 6.339647e-01  4.318560e-03  1.100981e-02 1.398658e-04
 6.342902e-01 -2.465048e-03 -9.941108e-03 1.049021e-04
 6.346158e-01  8.541193e-04  4.639603e-03 2.225544e-05
 6.349413e-01  2.105862e-03  9.706725e-04 5.376860e-06
 6.352668e-01 -3.249472e-03 -7.299116e-03 6.383616e-05
 6.355924e-01  4.648980e-03  1.048297e-02 1.315056e-04
 6.359179e-01 -3.310283e-03 -1.127252e-02 1.380277e-04
 6.362434e-01  2.336126e-03  7.920502e-03 6.819184e-05
 6.365689e-01  7.781734e-04 -2.730984e-03 8.063826e-06
 6.368945e-01 -2.188127e-03 -3.756580e-03 1.889979e-05
 6.372200e-01  4.426075e-03  8.753979e-03 9.622228e-05
 6.375455e-01 -3.793769e-03 -1.129600e-02 1.419922e-04
 6.378711e-01  3.529653e-03  1.029185e-02 1.183806e-04
 6.381966e-01 -6.586413e-04 -6.113803e-03 3.781239e-05
 6.385221e-01 -8.953058e-04  2.212931e-04 8.505431e-07
 6.388476e-01  3.674087e-03  6.014677e-03 4.967526e-05
 6.391732e-01 -3.860804e-03 -1.001677e-02 1.152415e-04
 6.394987e-01  4.297267e-03  1.147201e-02 1.500735e-04
 6.398242e-01 -2.038880e-03 -8.795153e-03 8.151174e-05
 6.401497e-01  4.813221e-04  4.167451e-03 1.759932e-05
 6.404753e-01  2.481279e-03  2.573668e-03 1.278051e-05
 6.408008e-01 -3.501456e-03 -7.590084e-03 6.986957e-05
 6.411263e-01  4.553635e-03  1.131751e-02 1.488216e-04
 6.414519e-01 -3.200351e-03 -1.047252e-02 1.199160e-04
 6.417774e-01  1.787408e-03  7.619631e-03 6.125360e-05
 6.421029e-01  9.894288e-04 -1.178113e-03 2.366920e-06
 6.424284e-01 -2.752126e-03 -4.302088e-03 2.608215e-05
 6.427540e-01  4.274808e-03  9.840724e-03 1.151138e-04
 6.430795e-01 -4.003638e-03 -1.095738e-02 1.360932e-04
 6.434050e-01  2.878989e-03  1.017475e-02 1.118141e-04
 6.437305e-01 -6.232537e-04 -4.811577e-03 2.353972e-05
 6.440561e-01 -1.692194e-03 -5.359126e-04 3.150722e-06
 6.443816e-01  3.500057e-03  7.209252e-03 6.422371e-05
 6.447071e-01 -4.349100e-03 -1.019616e-02 1.228763e-04
 6.450327e-01  3.638013e-03  1.153609e-02 1.463165e-04
 6.453582e-01 -2.163701e-03 -7.908442e-03 6.722506e-05
 6.456837e-01 -4.359994e-04  3.273055e-03 1.090299e-05
 6.460092e-01  2.326197e-03  3.726962e-03 1.930143e-05
 6.463348e-01 -4.189496e-03 -8.276176e-03 8.604698e-05
 6.466603e-01  3.984733e-03  1.154776e-02 1.492289e-04
 6.469858e-01 -3.447396e-03 -1.010941e-02 1.140847e-04
 6.473113e-01  8.791173e-04  6.687461e-03 4.549498e-05
 6.476369e-01  8.952493e-04 -2.011699e-04 8.419407e-07
 6.479624e-01 -3.536594e-03 -5.415681e-03 4.183710e-05
 6.482879e-01  3.885698e-03  1.021245e-02 1.193927e-04
 6.486135e-01 -4.320727e-03 -1.115599e-02 1.431249e-04
 6.489390e-01  2.107512e-03  9.318032e-03 9.126733e-05
 6.492645e-01 -6.229625e-04 -4.116335e-03 1.733230e-05
 6.495900e-01 -2.460819e-03 -1.939261e-03 9.816367e-06
 6.499156e-01  3.356643e-03  7.690379e-03 7.040899e-05
 6.502411e-01 -4.679555e-03 -1.092109e-02 1.411684e-04
 6.505666e-01  3.111152e-03  1.086771e-02 1.277863e-04
 6.508921e-01 -2.051116e-03 -7.559744e-03 6.135680e-05
 6.512177e-01 -1.083839e-03  1.758697e-03 4.267721e-06
 6.515432e-01  2.460051e-03  4.279884e-03 2.436926e-05
 6.518687e-01 -4.481709e-03 -9.424685e-03 1.089104e-04
 6.521943e-01  3.775049e-03  1.116486e-02 1.389050e-04
 6.525198e-01 -3.225143e-03 -1.012667e-02 1.129510e-04
 6.528453e-01  4.351750e-04  5.258438e-03 2.784055e-05
 6.531708e-01  1.297783e-03  3.817940e-04 1.830009e-06
 6.534964e-01 -3.751912e-03 -6.832668e-03 6.076220e-05
 6.538219e-01  4.020481e-03  1.018197e-02 1.198368e-04
 6.541474e-01 -4.013004e-03 -1.151431e-02 1.486835e-04
 6.544730e-01  1.918038e-03  8.162188e-03 7.030018e-05
 6.547985e-01 -3.719938e-07 -3.547916e-03 1.258770e-05
 6.551240e-01 -2.578580e-03 -3.438727e-03 1.847391e-05
 6.554495e-01  3.814475e-03  8.037809e-03 7.915659e-05
 6.557751e-01 -4.329352e-03 -1.155770e-02 1.523236e-04
 6.561006e-01  3.188644e-03  1.013913e-02 1.129694e-04
 6.564261e-01 -1.290969e-03 -7.051655e-03 5.139245e-05
 6.567516e-01 -1.102899e-03  3.687282e-04 1.352347e-06
 6.570772e-01  3.174395e-03  4.982887e-03 3.490594e-05
 6.574027e-01 -4.144489e-03 -1.024947e-02 1.222284e-04
 6.577282e-01  4.094124e-03  1.096297e-02 1.369486e-04
 6.580538e-01 -2.432456e-03 -9.723607e-03 1.004654e-04
 6.583793e-01  4.984017e-04  4.150928e-03 1.747861e-05
 6.587048e-01  2.166947e-03  1.370180e-03 6.573051e-06
 6.590303e-01 -3.486727e-03 -7.741012e-03 7.208052e-05
 6.593559e-01  4.523490e-03  1.053782e-02 1.315076e-04
 6.596814e-01 -3.300374e-03 -1.125672e-02 1.376061e-04
 6.600069e-01  2.034470e-03  7.469343e-03 5.993016e-05
 6.603324e-01  9.015878e-04 -2.385623e-03 6.504056e-06
 6.606580e-01 -2.438046e-03 -4.324866e-03 2.464854e-05
 6.609835e-01  4.421451e-03  8.909443e-03 9.892740e-05
 6.613090e-01 -3.800634e-03 -1.147787e-02 1.461863e-04
 6.616346e-01  3.323293e-03  9.936657e-03 1.097814e-04
 6.619601e-01 -4.810938e-04 -5.855565e-03 3.451909e-05
 6.622856e-01 -1.123717e-03 -4.004564e-04 1.423105e-06
 6.626111e-01  3.795659e-03  6.260553e-03 5.360155e-05
 6.629367e-01 -3.879487e-03 -1.036723e-02 1.225298e-04
 6.632622e-01  4.213421e-03  1.126218e-02 1.445896e-04
 6.635877e-01 -1.824826e-03 -8.645187e-03 7.806924e-05
 6.639132e-01  3.027754e-04  3.572844e-03 1.285689e-05
 6.642388e-01  2.716413e-03  2.890558e-03 1.573423e-05
 6.645643e-01 -3.529176e-03 -8.059612e-03 7.741242e-05
 6.648898e-01  4.601827e-03  1.128633e-02 1.485582e-04
 6.652154e-01 -2.975256e-03 -1.043910e-02 1.178269e-04
 6.655409e-01  1.677686e-03  7.129732e-03 5.364771e-05
 6.658664e-01  1.308778e-03 -8.180006e-04 2.382025e-06
 6.661919e-01 -2.788686e-03 -4.827926e-03 3.108564e-05
 6.665175e-01  4.445804e-03  1.000010e-02 1.197672e-04
 6.668430e-01 -3.797729e-03 -1.103637e-02 1.362241e-04
 6.671685e-01  2.845733e-03  9.853701e-03 1.051936e-04
 6.674940e-01 -2.619963e-04 -4.442623e-03 1.980554e-05
 6.678196e-01 -1.739519e-03 -1.050659e-03 4.129808e-06
 6.681451e-01  3.767521e-03  7.546979e-03 7.115111e-05
 6.684706e-01 -4.193191e-03 -1.037280e-02 1.251778e-04
 6.687962e-01  3.677475e-03  1.142600e-02 1.440773e-04
 6.691217e-01 -1.810042e-03 -7.568791e-03 6.056285e-05
 6.694472e-01 -4.969283e-04  2.832599e-03 8.270557e-06
 6.697727e-01  2.650793e-03  4.207174e-03 2.472701e-05
 6.700983e-01 -4.110301e-03 -8.527656e-03 8.961549e-05
 6.704238e-01  4.083411e-03  1.166305e-02 1.527009e-04
 6.707493e-01 -3.151073e-03 -9.837271e-03 1.067012e-04
 6.710749e-01  8.024788e-04  6.372393e-03 4.125137e-05
 6.714004e-01  1.230530e-03  3.656387e-04 1.647896e-06
 6.717259e-01 -3.552252e-03 -5.714161e-03 4.527013e-05
 6.720514e-01  4.023321e-03  1.053789e-02 1.272342e-04
 6.723770e-01 -4.124550e-03 -1.098538e-02 1.376905e-04
 6.727025e-01  2.015486e-03  9.161416e-03 8.799372e-05
 6.730280e-01 -3.237610e-04 -3.532315e-03 1.258207e-05
 6.733535e-01 -2.577373e-03 -2.254899e-03 1.172742e-05
 6.736791e-01  3.509920e-03  8.183196e-03 7.928423e-05
 6.740046e-01 -4.613087e-03 -1.087749e-02 1.396003e-04
 6.743301e-01  3.007804e-03  1.088127e-02 1.274490e-04
 6.746557e-01 -1.828392e-03 -7.032754e-03 5.280264e-05
 6.749812e-01 -1.293289e-03  1.455035e-03 3.789724e-06
 6.753067e-01  2.606539e-03  4.875489e-03 3.056444e-05
 6.756322e-01 -4.556754e-03 -9.521191e-03 1.114171e-04
 6.759578e-01  3.668757e-03  1.133866e-02 1.420251e-04
 6.762833e-01 -3.107327e-03 -9.726162e-03 1.042537e-04
 6.766088e-01  1.548112e-04  4.992971e-03 2.495372e-05
 6.769343e-01  1.419236e-03  1.002471e-03 3.019179e-06
 6.772599e-01 -3.960495e-03 -7.067198e-03 6.563081e-05
 6.775854e-01  3.923531e-03  1.048687e-02 1.253686e-04
 6.779109e-01 -4.012840e-03 -1.129555e-02 1.436924e-04
 6.782365e-01  1.600538e-03  7.956586e-03 6.586899e-05
 6.785620e-01  8.432148e-05 -2.982619e-03 8.903126e-06
 6.788875e-01 -2.893746e-03 -3.792825e-03 2.275928e-05
 6.792130e-01  3.741653e-03  8.430252e-03 8.506911e-05
 6.795386e-01 -4.442548e-03 -1.155399e-02 1.532308e-04
 6.798641e-01  2.875463e-03  1.000944e-02 1.084572e-04
 6.801896e-01 -1.247233e-03 -6.614250e-03 4.530389e-05
 6.805151e-01 -1.482279e-03 -7.087604e-05 2.202174e-06
 6.808407e-01  3.140712e-03  5.411272e-03 3.914593e-05
 6.811662e-01 -4.350884e-03 -1.046699e-02 1.284880e-04
 6.814917e-01  3.828857e-03  1.091898e-02 1.338843e-04
 6.818173e-01 -2.426733e-03 -9.469135e-03 9.555355e-05
 6.821428e-01  1.067644e-04  3.672637e-03 1.349966e-05
 6.824683e-01  2.184879e-03  1.781816e-03 7.948564e-06
 6.827938e-01 -3.753727e-03 -8.157204e-03 8.063044e-05
 6.831194e-01  4.345665e-03  1.058275e-02 1.308795e-04
 6.834449e-01 -3.324170e-03 -1.121567e-02 1.368414e-04
 6.837704e-01  1.684836e-03  7.007165e-03 5.193904e-05
 6.840959e-01  9.782896e-04 -2.037913e-03 5.110141e-06
 6.844215e-01 -2.725764e-03 -4.890634e-03 3.134810e-05
 6.847470e-01  4.360571e-03  9.039899e-03 1.007344e-04
 6.850725e-01 -3.842317e-03 -1.165249e-02 1.505438e-04
 6.853981e-01  3.064537e-03  9.547130e-03 1.005391e-04
 6.857236e-01 -3.460660e-04 -5.608035e-03 3.156982e-05
 6.860491e-01 -1.391009e-03 -1.045969e-03 3.028957e-06
 6.863746e-01  3.866378e-03  6.466628e-03 5.676616e-05
 6.867002e-01 -3.927030e-03 -1.073160e-02 1.305887e-04
 6.870257e-01  4.082043e-03  1.099657e-02 1.375876e-04
 6.873512e-01 -1.640785e-03 -8.519575e-03 7.527533e-05
 6.876768e-01  9.230986e-05  2.929392e-03 8.589860e-06
 6.880023e-01  2.915639e-03  3.156201e-03 1.846255e-05
 6.883278e-01 -3.572687e-03 -8.563561e-03 8.609868e-05
 6.886533e-01  4.616681e-03  1.118374e-02 1.463897e-04
 6.889789e-01 -2.760304e-03 -1.044118e-02 1.166374e-04
 6.893044e-01  1.550609e-03  6.571549e-03 4.558964e-05
 6.896299e-01  1.615221e-03 -5.143401e-04 2.873484e-06
 6.899554e-01 -2.822259e-03 -5.404070e-03 3.716912e-05
 6.902810e-01  4.605325e-03  1.008162e-02 1.228481e-04
 6.906065e-01 -3.577177e-03 -1.115663e-02 1.372666e-04
 6.909320e-01  2.815327e-03  9.454398e-03 9.731171e-05
 6.912576e-01  1.143455e-04 -4.126925e-03 1.704458e-05
 6.915831e-01 -1.762075e-03 -1.623617e-03 5.741040e-06
 6.919086e-01  4.049859e-03  7.811849e-03 7.742634e-05
 6.922341e-01 -3.996578e-03 -1.058901e-02 1.280999e-04
 6.925597e-01  3.742394e-03  1.123966e-02 1.403355e-04
 6.928852e-01 -1.412555e-03 -7.269887e-03 5.484657e-05
 6.932107e-01 -5.119320e-04  2.336111e-03 5.719488e-06
 6.935362e-01  3.016844e-03  4.631483e-03 3.055198e-05
 6.938618e-01 -3.967370e-03 -8.808741e-03 9.333394e-05
 6.941873e-01  4.228570e-03  1.171673e-02 1.551625e-04
 6.945128e-01 -2.786194e-03 -9.584717e-03 9.962968e-05
 6.948384e-01  7.883438e-04  6.013970e-03 3.678932e-05
 6.951639e-01  1.629451e-03  9.040382e-04 3.472395e-06
 6.954894e-01 -3.488439e-03 -6.024742e-03 4.846672e-05
 6.958149e-01  4.222801e-03  1.082760e-02 1.350689e-04
 6.961405e-01 -3.843611e-03 -1.080684e-02 1.315611e-04
 6.964660e-01  1.994379e-03  8.983166e-03 8.467481e-05
 6.967915e-01  5.263935e-05 -2.941968e-03 8.657948e-06
 6.971170e-01 -2.609489e-03 -2.559880e-03 1.336242e-05
 6.974426e-01  3.731372e-03  8.673999e-03 8.916139e-05
 6.977681e-01 -4.457649e-03 -1.079579e-02 1.364198e-04
 6.980936e-01  2.973095e-03  1.090081e-02 1.276670e-04
 6.984192e-01 -1.526601e-03 -6.462254e-03 4.409124e-05
 6.987447e-01 -1.426117e-03  1.186510e-03 3.441616e-06
 6.990702e-01  2.816370e-03  5.505734e-03 3.824505e-05
 6.993957e-01 -4.552382e-03 -9.551398e-03 1.119534e-04
 6.997213e-01  3.617205e-03  1.154751e-02 1.464291e-04
 7.000468e-01 -2.921570e-03 -9.248131e-03 9.406349e-05
 7.003723e-01 -6.960468e-05  4.784597e-03 2.289722e-05
 7.006978e-01  1.587745e-03  1.691654e-03 5.382629e-06
 7.010234e-01 -4.112609e-03 -7.214001e-03 6.895537e-05
 7.013489e-01  3.856798e-03  1.085236e-02 1.326485e-04
 7.016744e-01 -3.968045e-03 -1.097403e-02 1.361748e-04
 7.020000e-01  1.307495e-03  7.823275e-03 6.291317e-05
 7.023255e-01  1.900073e-04 -2.323386e-03 5.434224e-06
 7.026510e-01 -3.186209e-03 -4.048773e-03 2.654449e-05
 7.029765e-01  3.666799e-03  8.900605e-03 9.266618e-05
 7.033021e-01 -4.543700e-03 -1.143569e-02 1.514203e-04
 7.036276e-01  2.548423e-03  9.956991e-03 1.056361e-04
 7.039531e-01 -1.214840e-03 -6.070543e-03 3.832733e-05
 7.042787e-01 -1.879005e-03 -4.157714e-04 3.703524e-06
 7.046042e-01  3.069520e-03  5.923071e-03 4.450473e-05
 7.049297e-01 -4.582439e-03 -1.057444e-02 1.328176e-04
 7.052552e-01  3.510029e-03  1.094489e-02 1.321110e-04
 7.055808e-01 -2.466086e-03 -9.111879e-03 8.910792e-05
 7.059063e-01 -3.426782e-04  3.270852e-03 1.081590e-05
 7.062318e-01  2.132047e-03  2.268718e-03 9.692702e-06
 7.065573e-01 -4.081963e-03 -8.484751e-03 8.865342e-05
 7.068829e-01  4.079317e-03  1.067785e-02 1.306572e-04
 7.072084e-01 -3.422661e-03 -1.109168e-02 1.347399e-04
 7.075339e-01  1.242875e-03  6.589923e-03 4.497182e-05
 7.078595e-01  9.587652e-04 -1.636371e-03 3.596939e-06
 7.081850e-01 -3.103723e-03 -5.404030e-03 3.883664e-05
 7.085105e-01  4.186790e-03  9.190354e-03 1.019918e-04
 7.088360e-01 -3.978945e-03 -1.177815e-02 1.545569e-04
 7.091616e-01  2.690703e-03  9.161245e-03 9.116830e-05
 7.094871e-01 -3.201405e-04 -5.338764e-03 2.860489e-05
 7.098126e-01 -1.765288e-03 -1.685755e-03 5.958013e-06
 7.101381e-01  3.815029e-03  6.656056e-03 5.885753e-05
 7.104637e-01 -4.076287e-03 -1.109067e-02 1.396190e-04
 7.107892e-01  3.828955e-03  1.068908e-02 1.289174e-04
 7.111147e-01 -1.562985e-03 -8.410395e-03 7.317766e-05
 7.114403e-01 -2.261084e-04  2.241042e-03 5.073394e-06
 7.117658e-01  3.001413e-03  3.367426e-03 2.034804e-05
 7.120913e-01 -3.708995e-03 -9.109223e-03 9.673459e-05
 7.124168e-01  4.521402e-03  1.099615e-02 1.413583e-04
 7.127424e-01 -2.632110e-03 -1.049806e-02 1.171372e-04
 7.130679e-01  1.331600e-03  5.921274e-03 3.683465e-05
 7.133934e-01  1.834584e-03 -2.979734e-04 3.454487e-06
 7.137189e-01 -2.924220e-03 -6.065138e-03 4.533696e-05
 7.140445e-01  4.683852e-03  1.004421e-02 1.228247e-04
 7.143700e-01 -3.408976e-03 -1.136399e-02 1.407614e-04
 7.146955e-01  2.724544e-03  8.926590e-03 8.710715e-05
 7.150211e-01  4.449428e-04 -3.920778e-03 1.557047e-05
 7.153466e-01 -1.815844e-03 -2.313971e-03 8.651754e-06
 7.156721e-01  4.294479e-03  7.938905e-03 8.146876e-05
 7.159976e-01 -3.807175e-03 -1.091286e-02 1.335851e-04
 7.163232e-01  3.790011e-03  1.090532e-02 1.332901e-04
 7.166487e-01 -1.009811e-03 -7.087703e-03 5.125525e-05
 7.169742e-01 -5.131761e-04  1.706097e-03 3.174116e-06
 7.172997e-01  3.396774e-03  4.918125e-03 3.572603e-05
 7.176253e-01 -3.781953e-03 -9.202116e-03 9.898211e-05
 7.179508e-01  4.404941e-03  1.162372e-02 1.545143e-04
 7.182763e-01 -2.362515e-03 -9.438564e-03 9.466796e-05
 7.186019e-01  8.341798e-04  5.525571e-03 3.122779e-05
 7.189274e-01  2.094727e-03  1.325299e-03 6.144297e-06
 7.192529e-01 -3.335213e-03 -6.434626e-03 5.252805e-05
 7.195784e-01  4.500155e-03  1.099373e-02 1.411135e-04
 7.199040e-01 -3.455746e-03 -1.070710e-02 1.265841e-04
 7.202295e-01  2.073503e-03  8.698597e-03 7.996500e-05
 7.205550e-01  5.407761e-04 -2.429529e-03 6.195048e-06
 7.208806e-01 -2.515430e-03 -2.934485e-03 1.493859e-05
 7.212061e-01  4.068105e-03  9.083840e-03 9.906562e-05
 7.215316e-01 -4.160175e-03 -1.075098e-02 1.328907e-04
 7.218571e-01  3.066214e-03  1.085512e-02 1.272354e-04
 7.221827e-01 -1.082095e-03 -5.916358e-03 3.617423e-05
 7.225082e-01 -1.412474e-03  8.910341e-04 2.789024e-06
 7.228337e-01  3.163278e-03  6.111783e-03 4.736021e-05
 7.231592e-01 -4.389935e-03 -9.567693e-03 1.108123e-04
 7.234848e-01  3.703272e-03  1.174416e-02 1.516394e-04
 7.238103e-01 -2.581986e-03 -8.734390e-03 8.295622e-05
 7.241358e-01 -1.478856e-04  4.598958e-03 2.117229e-05
 7.244614e-01  1.895266e-03  2.419802e-03 9.447475e-06
 7.247869e-01 -4.113174e-03 -7.294416e-03 7.012671e-05
 7.251124e-01  3.917002e-03  1.126303e-02 1.421987e-04
 7.254379e-01 -3.780881e-03 -1.055803e-02 1.257672e-04
 7.257635e-01  1.138364e-03  7.761954e-03 6.154381e-05
 7.260890e-01  4.153970e-04 -1.564723e-03 2.620914e-06
 7.264145e-01 -3.356471e-03 -4.192130e-03 2.883985e-05
 7.267400e-01  3.688103e-03  9.469279e-03 1.032693e-04
 7.270656e-01 -4.535892e-03 -1.117452e-02 1.454442e-04
 7.273911e-01  2.303205e-03  1.001758e-02 1.056566e-04
 7.277166e-01 -1.101437e-03 -5.378761e-03 3.014423e-05
 7.280422e-01 -2.202520e-03 -6.156494e-04 5.230120e-06
 7.283677e-01  3.047123e-03  6.573753e-03 5.249919e-05
 7.286932e-01 -4.756397e-03 -1.050876e-02 1.330573e-04
 7.290187e-01  3.216236e-03  1.110976e-02 1.337710e-04
 7.293443e-01 -2.477562e-03 -8.577484e-03 7.971154e-05
 7.296698e-01 -7.812414e-04  3.026879e-03 9.772335e-06
 7.299953e-01  2.070346e-03  2.915755e-03 1.278796e-05
 7.303208e-01 -4.415012e-03 -8.632530e-03 9.401291e-05
 7.306464e-01  3.774206e-03  1.091778e-02 1.334426e-04
 7.309719e-01 -3.553423e-03 -1.078624e-02 1.289698e-04
 7.312974e-01  7.447503e-04  6.320455e-03 4.050280e-05
 7.316230e-01  8.706390e-04 -1.076812e-03 1.917537e-06
 7.319485e-01 -3.551051e-03 -5.756912e-03 4.575200e-05
 7.322740e-01  3.912617e-03  9.469478e-03 1.049796e-04
 7.325995e-01 -4.206144e-03 -1.174454e-02 1.556259e-04
 7.329251e-01  2.198698e-03  8.890367e-03 8.387291e-05
 7.332506e-01 -4.156326e-04 -4.937621e-03 2.455285e-05
 7.335761e-01 -2.266026e-03 -2.208670e-03 1.001309e-05
 7.339017e-01  3.613162e-03  6.937219e-03 6.117995e-05
 7.342272e-01 -4.363571e-03 -1.133692e-02 1.475666e-04
 7.345527e-01  3.410176e-03  1.044468e-02 1.207207e-04
 7.348782e-01 -1.644091e-03 -8.216520e-03 7.021424e-05
 7.352038e-01 -7.117069e-04  1.606722e-03 3.088083e-06
 7.355293e-01  2.906129e-03  3.617295e-03 2.153041e-05
 7.358548e-01 -4.012197e-03 -9.606946e-03 1.083911e-04
 7.361803e-01  4.235109e-03  1.080726e-02 1.347329e-04
 7.365059e-01 -2.678485e-03 -1.053214e-02 1.181003e-04
 7.368314e-01  9.278593e-04  5.251288e-03 2.843695e-05
 7.371569e-01  1.867482e-03 -1.048740e-04 3.498489e-06
 7.374825e-01 -3.198095e-03 -6.752699e-03 5.582675e-05
 7.378080e-01  4.572983e-03  9.937598e-03 1.196680e-04
 7.381335e-01 -3.405673e-03 -1.161635e-02 1.465383e-04
 7.384590e-01  2.458237e-03  8.304730e-03 7.501146e-05
 7.387846e-01  6.108514e-04 -3.799569e-03 1.480987e-05
 7.391101e-01 -2.020847e-03 -3.104193e-03 1.371984e-05
 7.394356e-01  4.379187e-03  7.935297e-03 8.214622e-05
 7.397611e-01 -3.747830e-03 -1.134538e-02 1.427639e-04
 7.400867e-01  3.697782e-03  1.041285e-02 1.221009e-04
 7.404122e-01 -7.247152e-04 -7.042425e-03 5.012096e-05
 7.407377e-01 -6.212520e-04  9.147587e-04 1.222738e-06
 7.410633e-01  3.670956e-03  5.028611e-03 3.876284e-05
 7.413888e-01 -3.670581e-03 -9.753933e-03 1.086124e-04
 7.417143e-01  4.499332e-03  1.132862e-02 1.485815e-04
 7.420398e-01 -1.989960e-03 -9.463155e-03 9.351125e-05
 7.423654e-01  8.356377e-04  4.835799e-03 2.408324e-05
 7.426909e-01  2.526123e-03  1.548475e-03 8.779073e-06
 7.430164e-01 -3.186223e-03 -7.030761e-03 5.958362e-05
 7.433419e-01  4.767809e-03  1.094120e-02 1.424418e-04
 7.436675e-01 -3.041942e-03 -1.078777e-02 1.256294e-04
 7.439930e-01  2.180109e-03  8.200673e-03 7.200391e-05
 7.443185e-01  1.074715e-03 -2.109080e-03 5.603231e-06
 7.446441e-01 -2.351803e-03 -3.496192e-03 1.775434e-05
 7.449696e-01  4.471608e-03  9.289417e-03 1.062885e-04
 7.452951e-01 -3.760064e-03 -1.086946e-02 1.322833e-04
 7.456206e-01  3.257659e-03  1.061490e-02 1.232884e-04
 7.459462e-01 -5.157187e-04 -5.527859e-03 3.082319e-05
 7.462717e-01 -1.262310e-03  4.356714e-04 1.783236e-06
 7.465972e-01  3.646382e-03  6.558104e-03 5.630484e-05
 7.469227e-01 -4.059841e-03 -9.704690e-03 1.106633e-04
 7.472483e-01  3.946795e-03  1.179416e-02 1.546794e-04
 7.475738e-01 -2.059410e-03 -8.318694e-03 7.344184e-05
 7.478993e-01 -3.984108e-05  4.305621e-03 1.853996e-05
 7.482249e-01  2.390784e-03  3.057604e-03 1.506479e-05
 7.485504e-01 -3.902828e-03 -7.432760e-03 7.047799e-05
 7.488759e-01  4.172727e-03  1.159794e-02 1.519238e-04
 7.492014e-01 -3.374083e-03 -1.016357e-02 1.146826e-04
 7.495270e-01  1.180041e-03  7.663129e-03 6.011605e-05
 7.498525e-01  8.546348e-04 -8.113251e-04 1.388649e-06
 7.501780e-01 -3.301557e-03 -4.319014e-03 2.955416e-05
 7.505036e-01  3.915375e-03  1.004639e-02 1.162601e-04
 7.508291e-01 -4.302553e-03 -1.085171e-02 1.362716e-04
 7.511546e-01  2.263222e-03  1.011894e-02 1.075151e-04
 7.514801e-01 -7.790335e-04 -4.603245e-03 2.179676e-05
 7.518057e-01 -2.318852e-03 -7.237181e-04 5.900841e-06
 7.521312e-01  3.210877e-03  7.318447e-03 6.386940e-05
 7.524567e-01 -4.731622e-03 -1.030354e-02 1.285511e-04
 7.527822e-01  3.091606e-03  1.139029e-02 1.392968e-04
 7.531078e-01 -2.315915e-03 -7.879234e-03 6.744579e-05
 7.534333e-01 -1.061489e-03  2.939705e-03 9.768625e-06
 7.537588e-01  2.146508e-03  3.731233e-03 1.852960e-05
 7.540844e-01 -4.606017e-03 -8.579817e-03 9.482866e-05
 7.544099e-01  3.575769e-03  1.133355e-02 1.412354e-04
 7.547354e-01 -3.573697e-03 -1.025765e-02 1.179908e-04
 7.550609e-01  3.311755e-04  6.252234e-03 3.920010e-05
 7.553865e-01  8.497397e-04 -2.967840e-04 8.101383e-07
 7.557120e-01 -3.935612e-03 -5.874942e-03 5.000399e-05
 7.560375e-01  3.664388e-03  9.960352e-03 1.126364e-04
 7.563630e-01 -4.403856e-03 -1.145865e-02 1.506945e-04
 7.566886e-01  1.702448e-03  8.837123e-03 8.099306e-05
 7.570141e-01 -5.271863e-04 -4.294668e-03 1.872210e-05
 7.573396e-01 -2.794995e-03 -2.495100e-03 1.403752e-05
 7.576652e-01  3.349467e-03  7.435652e-03 6.650785e-05
 7.579907e-01 -4.709345e-03 -1.133715e-02 1.507089e-04
 7.583162e-01  2.895760e-03  1.040263e-02 1.166001e-04
