# x psi_r psi_i psi2 
-4.202397e+00  5.947056e-04 -6.087274e-03 3.740858e-05
-4.202071e+00  1.419962e-03  6.946567e-03 5.027109e-05
-4.201746e+00 -3.000832e-03 -5.683368e-03 4.130566e-05
-4.201420e+00  3.664665e-03  2.683375e-03 2.063027e-05
-4.201095e+00 -3.208465e-03  1.136962e-03 1.158693e-05
-4.200769e+00  1.771552e-03 -4.610403e-03 2.439421e-05
-4.200444e+00  2.069867e-04  6.675548e-03 4.460579e-05
-4.200118e+00 -2.122468e-03 -6.701178e-03 4.941066e-05
-4.199792e+00  3.389419e-03  4.679185e-03 3.338293e-05
-4.199467e+00 -3.620530e-03 -1.227136e-03 1.461410e-05
-4.199141e+00  2.745052e-03 -2.600347e-03 1.429711e-05
-4.198816e+00 -1.030458e-03  5.633779e-03 3.280131e-05
-4.198490e+00 -9.992742e-04 -6.946151e-03 4.924757e-05
-4.198165e+00  2.723792e-03  6.136220e-03 4.507224e-05
-4.197839e+00 -3.615966e-03 -3.451182e-03 2.498587e-05
-4.197514e+00  3.403016e-03 -2.887691e-04 1.166391e-05
-4.197188e+00 -2.149913e-03  3.940989e-03 2.015352e-05
-4.196863e+00  2.395596e-04 -6.389486e-03 4.088292e-05
-4.196537e+00  1.744216e-03  6.885928e-03 5.045830e-05
-4.196212e+00 -3.195081e-03 -5.278359e-03 3.806961e-05
-4.195886e+00  3.669524e-03  2.057705e-03 1.769956e-05
-4.195561e+00 -3.022429e-03  1.792141e-03 1.234685e-05
-4.195235e+00  1.451463e-03 -5.094897e-03 2.806472e-05
-4.194910e+00  5.633072e-04  6.841291e-03 4.712058e-05
-4.194584e+00 -2.406114e-03 -6.497482e-03 4.800665e-05
-4.194259e+00  3.513687e-03  4.168241e-03 2.972023e-05
-4.193933e+00 -3.547420e-03 -5.650297e-04 1.290345e-05
-4.193607e+00  2.496890e-03 -3.211321e-03 1.654704e-05
-4.193282e+00 -6.830768e-04  6.006923e-03 3.654972e-05
-4.192956e+00 -1.339708e-03 -6.967415e-03 5.033969e-05
-4.192631e+00  2.953224e-03  5.799058e-03 4.235061e-05
-4.192305e+00 -3.664258e-03 -2.858571e-03 2.159822e-05
-4.191980e+00  3.255389e-03 -9.557839e-04 1.151108e-05
-4.191654e+00 -1.851469e-03  4.478603e-03 2.348582e-05
-4.191329e+00 -1.184979e-04 -6.633407e-03 4.401613e-05
-4.191003e+00  2.052452e-03  6.761583e-03 4.993157e-05
-4.190678e+00 -3.359279e-03 -4.823694e-03 3.455278e-05
-4.190352e+00  3.639481e-03  1.411604e-03 1.523845e-05
-4.190027e+00 -2.807307e-03  2.432278e-03 1.379695e-05
-4.189701e+00  1.116995e-03 -5.533468e-03 3.186695e-05
-4.189376e+00  9.149024e-04  6.944259e-03 4.905977e-05
-4.189050e+00 -2.667373e-03 -6.233337e-03 4.596937e-05
-4.188725e+00  3.604747e-03  3.617648e-03 2.608158e-05
-4.188399e+00 -3.440430e-03  1.038099e-04 1.184734e-05
-4.188073e+00  2.224531e-03 -3.794050e-03 1.934336e-05
-4.187748e+00 -3.285790e-04  6.325470e-03 4.011954e-05
-4.187422e+00 -1.668002e-03 -6.924409e-03 5.072967e-05
-4.187097e+00  3.154967e-03  5.407591e-03 3.919586e-05
-4.186771e+00 -3.677775e-03 -2.238214e-03 1.853563e-05
-4.186446e+00  3.076528e-03 -1.615504e-03 1.207488e-05
-4.186120e+00 -1.534880e-03  4.976105e-03 2.711748e-05
-4.185795e+00 -4.760640e-04 -6.816651e-03 4.669337e-05
-4.185469e+00  2.341710e-03  6.574535e-03 4.870812e-05
-4.185144e+00 -3.491808e-03 -4.323459e-03 3.088502e-05
-4.184818e+00  3.574759e-03  7.509931e-04 1.334289e-05
-4.184493e+00 -2.565095e-03  3.051429e-03 1.589093e-05
-4.184167e+00  7.713074e-04 -5.921964e-03 3.566457e-05
-4.183842e+00  1.258417e-03  6.983358e-03 5.035090e-05
-4.183516e+00 -2.903720e-03 -5.911046e-03 4.337206e-05
-4.183191e+00  3.661674e-03  3.032399e-03 2.260330e-05
-4.182865e+00 -3.300520e-03  7.732227e-04 1.149130e-05
-4.182540e+00  1.930527e-03 -4.343090e-03 2.258936e-05
-4.182214e+00  2.967334e-05  6.586355e-03 4.338096e-05
-4.181888e+00 -1.981008e-03 -6.817383e-03 5.040111e-05
-4.181563e+00  3.327053e-03  4.965309e-03 3.572357e-05
-4.181237e+00 -3.656327e-03 -1.595775e-03 1.591522e-05
-4.180912e+00  2.868082e-03 -2.261821e-03 1.334173e-05
-4.180586e+00 -1.203128e-03  5.428811e-03 3.091950e-05
-4.180261e+00 -8.297344e-04 -6.937389e-03 4.881583e-05
-4.179935e+00  2.609201e-03  6.326369e-03 4.683087e-05
-4.179610e+00 -3.591353e-03 -3.782168e-03 2.720261e-05
-4.179284e+00  3.475913e-03  8.193750e-05 1.208869e-05
-4.178959e+00 -2.298051e-03  3.643829e-03 1.855853e-05
-4.178633e+00  4.176697e-04 -6.256681e-03 3.932051e-05
-4.178308e+00  1.590568e-03  6.958082e-03 5.094481e-05
-4.177982e+00 -3.112859e-03 -5.533452e-03 4.030899e-05
-4.177657e+00  3.683866e-03  2.417818e-03 1.941671e-05
-4.177331e+00 -3.128962e-03  1.437029e-03 1.185546e-05
-4.177006e+00  1.617635e-03 -4.853294e-03 2.617121e-05
-4.176680e+00  3.882770e-04  6.787038e-03 4.621464e-05
-4.176354e+00 -2.275722e-03 -6.647181e-03 4.936393e-05
-4.176029e+00  3.467790e-03  4.476180e-03 3.206176e-05
-4.175703e+00 -3.600056e-03 -9.371363e-04 1.383863e-05
-4.175378e+00  2.631981e-03 -2.888737e-03 1.527213e-05
-4.175052e+00 -8.593435e-04  5.832438e-03 3.475580e-05
-4.174727e+00 -1.176136e-03 -6.994364e-03 5.030443e-05
-4.174401e+00  2.852342e-03  6.019235e-03 4.436705e-05
-4.174076e+00 -3.656907e-03 -3.204726e-03 2.364324e-05
-4.173750e+00  3.343825e-03 -5.894041e-04 1.152856e-05
-4.173425e+00 -2.008673e-03  4.203946e-03 2.170793e-05
-4.173099e+00  5.943402e-05 -6.534409e-03 4.270203e-05
-4.172774e+00  1.908174e-03  6.868519e-03 5.081768e-05
-4.172448e+00 -3.292754e-03 -5.103916e-03 3.689219e-05
-4.172123e+00  3.671051e-03  1.779514e-03 1.664328e-05
-4.171797e+00 -2.927334e-03  2.089088e-03 1.293357e-05
-4.171472e+00  1.288803e-03 -5.319864e-03 2.996197e-05
-4.171146e+00  7.438194e-04  6.925528e-03 4.851621e-05
-4.170821e+00 -2.549305e-03 -6.415230e-03 4.765414e-05
-4.170495e+00  3.575785e-03  3.944614e-03 2.834622e-05
-4.170169e+00 -3.509437e-03 -2.683419e-04 1.238815e-05
-4.169844e+00  2.370425e-03 -3.490420e-03 1.780195e-05
-4.169518e+00 -5.067777e-04  6.183149e-03 3.848815e-05
-4.169193e+00 -1.511959e-03 -6.986905e-03 5.110286e-05
-4.168867e+00  3.068776e-03  5.655838e-03 4.140589e-05
-4.168542e+00 -3.687787e-03 -2.596383e-03 2.034098e-05
-4.168216e+00  3.179693e-03 -1.256838e-03 1.169009e-05
-4.167891e+00 -1.699676e-03  4.726537e-03 2.522905e-05
-4.167565e+00 -2.999979e-04 -6.752452e-03 4.568561e-05
-4.167240e+00  2.208185e-03  6.715349e-03 4.997199e-05
-4.166914e+00 -3.441640e-03 -4.626286e-03 3.324741e-05
-4.166589e+00  3.623289e-03  1.123326e-03 1.439008e-05
-4.166263e+00 -2.697502e-03  2.723351e-03 1.469316e-05
-4.165938e+00  9.471310e-04 -5.738393e-03 3.382621e-05
-4.165612e+00  1.092911e-03  7.000406e-03 5.020014e-05
-4.165287e+00 -2.799117e-03 -6.123533e-03 4.533271e-05
-4.164961e+00  3.649953e-03  3.375423e-03 2.471564e-05
-4.164636e+00 -3.385272e-03  4.044561e-04 1.162365e-05
-4.164310e+00  2.085859e-03 -4.061257e-03 2.084462e-05
-4.163984e+00 -1.487709e-04  6.477585e-03 4.198124e-05
-4.163659e+00 -1.833989e-03 -6.914935e-03 5.117984e-05
-4.163333e+00  3.256397e-03  5.239403e-03 3.805547e-05
-4.163008e+00 -3.683638e-03 -1.962686e-03 1.742132e-05
-4.162682e+00  2.985023e-03 -1.914194e-03 1.257450e-05
-4.162357e+00 -1.373967e-03  5.206691e-03 2.899741e-05
-4.162031e+00 -6.572073e-04 -6.908664e-03 4.816156e-05
-4.161706e+00  2.487716e-03  6.499842e-03 4.843668e-05
-4.161380e+00 -3.558047e-03 -4.104862e-03 2.950959e-05
-4.161055e+00  3.540975e-03  4.552714e-04 1.274577e-05
-4.160729e+00 -2.441606e-03  3.333923e-03 1.707648e-05
-4.160404e+00  5.958491e-04 -6.104907e-03 3.762493e-05
-4.160078e+00  1.432219e-03  7.010837e-03 5.120309e-05
-4.159753e+00 -3.022739e-03 -5.774645e-03 4.248348e-05
-4.159427e+00  3.689528e-03  2.773777e-03 2.130645e-05
-4.159102e+00 -3.228685e-03  1.075055e-03 1.158015e-05
-4.158776e+00  1.780950e-03 -4.595908e-03 2.429415e-05
-4.158450e+00  2.112790e-04  6.712900e-03 4.510767e-05
-4.158125e+00 -2.139136e-03 -6.778971e-03 5.053035e-05
-4.157799e+00  3.413368e-03  4.773657e-03 3.443888e-05
-4.157474e+00 -3.644439e-03 -1.309427e-03 1.499653e-05
-4.157148e+00  2.761615e-03 -2.555380e-03 1.415648e-05
-4.156823e+00 -1.034616e-03  5.639878e-03 3.287866e-05
-4.156497e+00 -1.008791e-03 -7.001460e-03 5.003810e-05
-4.156172e+00  2.744072e-03  6.223847e-03 4.626620e-05
-4.155846e+00 -3.640809e-03 -3.544360e-03 2.581798e-05
-4.155521e+00  3.424830e-03 -2.185076e-04 1.177721e-05
-4.155195e+00 -2.162034e-03  3.915112e-03 2.000249e-05
-4.154870e+00  2.382838e-04 -6.415905e-03 4.122062e-05
-4.154544e+00  1.758495e-03  6.956578e-03 5.148629e-05
-4.154219e+00 -3.217998e-03 -5.371660e-03 3.921024e-05
-4.153893e+00  3.694073e-03  2.145156e-03 1.824787e-05
-4.153568e+00 -3.041109e-03  1.737258e-03 1.226641e-05
-4.153242e+00  1.458566e-03 -5.089354e-03 2.802894e-05
-4.152917e+00  5.699488e-04  6.886788e-03 4.775270e-05
-4.152591e+00 -2.424468e-03 -6.580125e-03 4.917609e-05
-4.152265e+00  3.538142e-03  4.262786e-03 3.068980e-05
-4.151940e+00 -3.570502e-03 -6.425930e-04 1.316141e-05
-4.151614e+00  2.511546e-03 -3.174438e-03 1.638492e-05
-4.151289e+00 -6.848295e-04  6.021994e-03 3.673340e-05
-4.150963e+00 -1.351392e-03 -7.029842e-03 5.124494e-05
-4.150638e+00  2.974771e-03  5.889775e-03 4.353871e-05
-4.150312e+00 -3.689082e-03 -2.949865e-03 2.231103e-05
-4.149987e+00  3.275903e-03 -8.918038e-04 1.152685e-05
-4.149661e+00 -1.861406e-03  4.461487e-03 2.336970e-05
-4.149336e+00 -1.221727e-04 -6.668390e-03 4.448235e-05
-4.149010e+00  2.068613e-03  6.837984e-03 5.103719e-05
-4.148685e+00 -3.382984e-03 -4.918176e-03 3.563304e-05
-4.148359e+00  3.663486e-03  1.495304e-03 1.565706e-05
-4.148034e+00 -2.824276e-03  2.384933e-03 1.366444e-05
-4.147708e+00  1.121744e-03 -5.536947e-03 3.191610e-05
-4.147383e+00  9.238225e-04  6.997505e-03 4.981853e-05
-4.147057e+00 -2.687234e-03 -6.320090e-03 4.716476e-05
-4.146732e+00  3.629476e-03  3.711407e-03 2.694764e-05
-4.146406e+00 -3.462470e-03  3.168905e-05 1.198971e-05
-4.146080e+00  2.237148e-03 -3.765604e-03 1.918460e-05
-4.145755e+00 -3.279188e-04  6.349395e-03 4.042234e-05
-4.145429e+00 -1.681734e-03 -6.993401e-03 5.173588e-05
-4.145104e+00  3.177573e-03  5.500579e-03 4.035334e-05
-4.144778e+00 -3.702345e-03 -2.326791e-03 1.912131e-05
-4.144453e+00  3.095553e-03 -1.558400e-03 1.201106e-05
-4.144127e+00 -1.542547e-03  4.967924e-03 2.705972e-05
-4.143802e+00 -4.820948e-04 -6.859898e-03 4.729062e-05
-4.143476e+00  2.359593e-03  6.656004e-03 4.987007e-05
-4.143151e+00 -3.516077e-03 -4.418264e-03 3.188385e-05
-4.142825e+00  3.597995e-03  8.301729e-04 1.363475e-05
-4.142500e+00 -2.580199e-03  3.012068e-03 1.572998e-05
-4.142174e+00  7.736648e-04 -5.934451e-03 3.581627e-05
-4.141849e+00  1.269524e-03  7.043886e-03 5.122801e-05
-4.141523e+00 -2.924893e-03 -6.001128e-03 4.456854e-05
-4.141198e+00  3.686443e-03  3.124517e-03 2.335247e-05
-4.140872e+00 -3.321314e-03  7.072113e-04 1.153127e-05
-4.140546e+00  1.940992e-03 -4.323356e-03 2.245886e-05
-4.140221e+00  3.273195e-05  6.618934e-03 4.381135e-05
-4.139895e+00 -1.996653e-03 -6.892327e-03 5.149080e-05
-4.139570e+00  3.350501e-03  5.059727e-03 3.682670e-05
-4.139244e+00 -3.680411e-03 -1.680824e-03 1.637060e-05
-4.138919e+00  2.885443e-03 -2.212126e-03 1.321928e-05
-4.138593e+00 -1.208461e-03  5.429657e-03 3.094155e-05
-4.138268e+00 -8.380562e-04 -6.988524e-03 4.954181e-05
-4.137942e+00  2.628632e-03  6.412176e-03 4.802570e-05
-4.137617e+00 -3.615953e-03 -3.876436e-03 2.810187e-05
-4.137291e+00  3.498164e-03  1.558680e-04 1.226144e-05
-4.136966e+00 -2.311154e-03  3.612825e-03 1.839394e-05
-4.136640e+00  4.176219e-04 -6.278083e-03 3.958873e-05
-4.136315e+00  1.603749e-03  7.025356e-03 5.192764e-05
-4.135989e+00 -3.135142e-03 -5.626051e-03 4.148157e-05
-4.135664e+00  3.708440e-03  2.507455e-03 2.003986e-05
-4.135338e+00 -3.148317e-03  1.377740e-03 1.181007e-05
-4.135013e+00  1.625859e-03 -4.842471e-03 2.609294e-05
-4.134687e+00  3.936969e-04  6.827992e-03 4.677647e-05
-4.134361e+00 -2.293125e-03 -6.727408e-03 5.051644e-05
-4.134036e+00  3.491857e-03  4.571174e-03 3.308869e-05
-4.133710e+00 -3.623430e-03 -1.017877e-03 1.416532e-05
-4.133385e+00  2.647520e-03 -2.846919e-03 1.511431e-05
-4.133059e+00 -8.623004e-04  5.842323e-03 3.487630e-05
-4.132734e+00 -1.186662e-03 -7.052939e-03 5.115211e-05
-4.132408e+00  2.873132e-03  6.108610e-03 4.557000e-05
-4.132083e+00 -3.681605e-03 -3.297600e-03 2.442838e-05
-4.131757e+00  3.364884e-03 -5.214058e-04 1.159431e-05
-4.131432e+00 -2.019658e-03  4.181600e-03 2.156480e-05
-4.131106e+00  5.698982e-05 -6.564548e-03 4.309654e-05
-4.130781e+00  1.923297e-03  6.941942e-03 5.188962e-05
-4.130455e+00 -3.315932e-03 -5.198196e-03 3.801665e-05
-4.130130e+00  3.695200e-03  1.865850e-03 1.713590e-05
-4.129804e+00 -2.945074e-03  2.037074e-03 1.282313e-05
-4.129479e+00  1.294714e-03 -5.318067e-03 2.995813e-05
-4.129153e+00  7.515412e-04  6.974503e-03 4.920851e-05
-4.128827e+00 -2.568297e-03 -6.500022e-03 4.884643e-05
-4.128502e+00  3.600242e-03  4.039321e-03 2.927785e-05
-4.128176e+00 -3.531883e-03 -3.440310e-04 1.259255e-05
-4.127851e+00  2.384002e-03 -3.456875e-03 1.763345e-05
-4.127525e+00 -5.073387e-04  6.202001e-03 3.872221e-05
-4.127200e+00 -1.524583e-03 -7.052402e-03 5.206073e-05
-4.126874e+00  3.090725e-03  5.747975e-03 4.259179e-05
-4.126549e+00 -3.712350e-03 -2.687014e-03 2.100159e-05
-4.126223e+00  3.199365e-03 -1.195403e-03 1.166492e-05
-4.125898e+00 -1.708447e-03  4.713069e-03 2.513181e-05
-4.125572e+00 -3.048072e-04 -6.791073e-03 4.621159e-05
-4.125247e+00  2.225102e-03  6.794266e-03 5.111312e-05
-4.124921e+00 -3.465492e-03 -4.721393e-03 3.430119e-05
-4.124596e+00  3.646787e-03  1.205569e-03 1.475245e-05
-4.124270e+00 -2.713465e-03  2.679100e-03 1.454047e-05
-4.123945e+00  9.506820e-04 -5.745658e-03 3.391638e-05
-4.123619e+00  1.102854e-03  7.056974e-03 5.101717e-05
-4.123294e+00 -2.819513e-03 -6.212127e-03 4.654018e-05
-4.122968e+00  3.674566e-03  3.468982e-03 2.553627e-05
-4.122642e+00 -3.406581e-03  3.345167e-04 1.171670e-05
-4.122317e+00  2.097353e-03 -4.036307e-03 2.069066e-05
-4.121991e+00 -1.469390e-04  6.505252e-03 4.233990e-05
-4.121666e+00 -1.848584e-03 -6.986773e-03 5.223226e-05
-4.121340e+00  3.279293e-03  5.333471e-03 3.919967e-05
-4.121015e+00 -3.707836e-03 -2.050246e-03 1.795155e-05
-4.120689e+00  3.003128e-03 -1.859893e-03 1.247798e-05
-4.120364e+00 -1.380448e-03  5.202242e-03 2.896896e-05
-4.120038e+00 -6.643280e-04 -6.955433e-03 4.881938e-05
-4.119713e+00  2.506261e-03  6.583547e-03 4.962443e-05
-4.119387e+00 -3.582345e-03 -4.199934e-03 3.047265e-05
-4.119062e+00  3.563601e-03  5.326662e-04 1.298298e-05
-4.118736e+00 -2.455646e-03  3.297853e-03 1.690603e-05
-4.118411e+00  5.970148e-04 -6.121187e-03 3.782536e-05
-4.118085e+00  1.444281e-03  7.074500e-03 5.213449e-05
-4.117760e+00 -3.044341e-03 -5.866246e-03 4.368086e-05
-4.117434e+00  3.714066e-03  2.865334e-03 2.200443e-05
-4.117109e+00 -3.248660e-03  1.011513e-03 1.157695e-05
-4.116783e+00  1.790260e-03 -4.579798e-03 2.417957e-05
-4.116457e+00  2.154782e-04  6.749149e-03 4.559745e-05
-4.116132e+00 -2.155558e-03 -6.856512e-03 5.165819e-05
-4.115806e+00  3.436992e-03  4.868804e-03 3.551817e-05
-4.115481e+00 -3.668044e-03 -1.393114e-03 1.539531e-05
-4.115155e+00  2.777988e-03 -2.508721e-03 1.401090e-05
-4.114830e+00 -1.038755e-03  5.644508e-03 3.293948e-05
-4.114504e+00 -1.018147e-03 -7.055970e-03 5.082334e-05
-4.114179e+00  2.764063e-03  6.311590e-03 4.747621e-05
-4.113853e+00 -3.665323e-03 -3.638533e-03 2.667351e-05
-4.113528e+00  3.446375e-03 -1.466748e-04 1.189901e-05
-4.113202e+00 -2.174026e-03  3.887568e-03 1.983958e-05
-4.112877e+00  2.370616e-04 -6.441070e-03 4.154358e-05
-4.112551e+00  1.772556e-03  7.026771e-03 5.251747e-05
-4.112226e+00 -3.240598e-03 -5.465441e-03 4.037252e-05
-4.111900e+00  3.718305e-03  2.233877e-03 1.881600e-05
-4.111575e+00 -3.059566e-03  1.680704e-03 1.218571e-05
-4.111249e+00  1.465611e-03 -5.082248e-03 2.797726e-05
-4.110923e+00  5.764674e-04  6.931308e-03 4.837534e-05
-4.110598e+00 -2.442555e-03 -6.662675e-03 5.035731e-05
-4.110272e+00  3.562268e-03  4.358151e-03 3.168324e-05
-4.109947e+00 -3.593293e-03 -7.216392e-04 1.343252e-05
-4.109621e+00  2.526038e-03 -3.135862e-03 1.621450e-05
-4.109296e+00 -6.865957e-04  6.035679e-03 3.690083e-05
-4.108970e+00 -1.362888e-03 -7.091613e-03 5.214844e-05
-4.108645e+00  2.996015e-03  5.980766e-03 4.474567e-05
-4.108319e+00 -3.713579e-03 -3.042281e-03 2.304615e-05
-4.107994e+00  3.296167e-03 -8.261972e-04 1.154732e-05
-4.107668e+00 -1.871245e-03  4.442737e-03 2.323947e-05
-4.107343e+00 -1.257629e-04 -6.702230e-03 4.493570e-05
-4.107017e+00  2.084533e-03  6.914083e-03 5.214982e-05
-4.106692e+00 -3.406366e-03 -5.013289e-03 3.673639e-05
-4.106366e+00  3.687183e-03  1.580376e-03 1.609290e-05
-4.106041e+00 -2.841047e-03  2.335895e-03 1.352796e-05
-4.105715e+00  1.126465e-03 -5.538929e-03 3.194866e-05
-4.105390e+00  9.325909e-04  7.049907e-03 5.057092e-05
-4.105064e+00 -2.706810e-03 -6.406909e-03 4.837530e-05
-4.104738e+00  3.653875e-03  3.806123e-03 2.783738e-05
-4.104413e+00 -3.484236e-03 -4.198788e-05 1.214166e-05
-4.104087e+00  2.249629e-03 -3.735478e-03 1.901462e-05
-4.103762e+00 -3.273034e-04  6.372029e-03 4.070988e-05
-4.103436e+00 -1.695255e-03 -7.061887e-03 5.274413e-05
-4.103111e+00  3.199866e-03  5.593998e-03 4.153196e-05
-4.102785e+00 -3.726594e-03 -2.416607e-03 1.972749e-05
-4.102460e+00  3.114349e-03 -1.499628e-03 1.194806e-05
-4.102134e+00 -1.550147e-03  4.958156e-03 2.698627e-05
-4.101809e+00 -4.880109e-04 -6.902124e-03 4.787747e-05
-4.101483e+00  2.377214e-03  6.737330e-03 5.104276e-05
-4.101158e+00 -3.540016e-03 -4.513848e-03 3.290654e-05
-4.100832e+00  3.620936e-03  9.108146e-04 1.394076e-05
-4.100507e+00 -2.595131e-03  2.971007e-03 1.556159e-05
-4.100181e+00  7.760266e-04 -5.945521e-03 3.595144e-05
-4.099856e+00  1.280451e-03  7.103710e-03 5.210225e-05
-4.099530e+00 -2.945768e-03 -6.091436e-03 4.578315e-05
-4.099204e+00  3.710884e-03  3.217722e-03 2.412439e-05
-4.098879e+00 -3.341851e-03  6.395842e-04 1.157704e-05
-4.098553e+00  1.951351e-03 -4.301971e-03 2.231473e-05
-4.098228e+00  3.571466e-05  6.650330e-03 4.422816e-05
-4.097902e+00 -2.012064e-03 -6.966919e-03 5.258636e-05
-4.097577e+00  3.373628e-03  5.154731e-03 3.795262e-05
-4.097251e+00 -3.704185e-03 -1.767218e-03 1.684405e-05
-4.096926e+00  2.902599e-03 -2.160738e-03 1.309387e-05
-4.096600e+00 -1.213758e-03  5.428979e-03 3.094702e-05
-4.096275e+00 -8.462342e-04 -7.038769e-03 5.026038e-05
-4.095949e+00  2.647783e-03  6.498000e-03 4.923476e-05
-4.095624e+00 -3.640223e-03 -3.971623e-03 2.902501e-05
-4.095298e+00  3.520135e-03  2.313380e-04 1.244487e-05
-4.094973e+00 -2.324113e-03  3.580132e-03 1.821884e-05
-4.094647e+00  4.176100e-04 -6.298159e-03 3.984120e-05
-4.094322e+00  1.616725e-03  7.092075e-03 5.291133e-05
-4.093996e+00 -3.157115e-03 -5.719035e-03 4.267474e-05
-4.093671e+00  3.732693e-03  2.598299e-03 2.068415e-05
-4.093345e+00 -3.167438e-03  1.316790e-03 1.176660e-05
-4.093019e+00  1.634006e-03 -4.830039e-03 2.599925e-05
-4.092694e+00  3.990104e-04  6.867883e-03 4.732703e-05
-4.092368e+00 -2.310273e-03 -6.807441e-03 5.167861e-05
-4.092043e+00  3.515597e-03  4.666902e-03 3.413940e-05
-4.091717e+00 -3.646506e-03 -1.100056e-03 1.450713e-05
-4.091392e+00  2.662880e-03 -2.803397e-03 1.494997e-05
-4.091066e+00 -8.652528e-04  5.850759e-03 3.498005e-05
-4.090741e+00 -1.197017e-03 -7.110763e-03 5.199580e-05
-4.090415e+00  2.893627e-03  6.198162e-03 4.679029e-05
-4.090090e+00 -3.705975e-03 -3.391524e-03 2.523669e-05
-4.089764e+00  3.385681e-03 -4.518038e-04 1.166696e-05
-4.089439e+00 -2.030528e-03  4.157588e-03 2.140858e-05
-4.089113e+00  5.461283e-05 -6.593467e-03 4.347678e-05
-4.088788e+00  1.938192e-03  7.014963e-03 5.296629e-05
-4.088462e+00 -3.338791e-03 -5.293017e-03 3.916355e-05
-4.088137e+00  3.719035e-03  1.953503e-03 1.764740e-05
-4.087811e+00 -2.962602e-03  1.983368e-03 1.271076e-05
-4.087486e+00  1.300580e-03 -5.314721e-03 2.993776e-05
-4.087160e+00  7.591273e-04  7.022545e-03 4.989241e-05
-4.086834e+00 -2.587014e-03 -6.584780e-03 5.005197e-05
-4.086509e+00  3.624368e-03  4.134906e-03 3.023349e-05
-4.086183e+00 -3.554044e-03 -4.212415e-04 1.280868e-05
-4.085858e+00  2.397428e-03 -3.421630e-03 1.745521e-05
-4.085532e+00 -5.079268e-04  6.219494e-03 3.894010e-05
-4.085207e+00 -1.537009e-03 -7.117296e-03 5.301829e-05
-4.084881e+00  3.112365e-03  5.840449e-03 4.379766e-05
-4.084556e+00 -3.736590e-03 -2.778820e-03 2.168395e-05
-4.084230e+00  3.218796e-03 -1.132313e-03 1.164278e-05
-4.083905e+00 -1.717133e-03  4.697974e-03 2.501950e-05
-4.083579e+00 -3.095185e-04 -6.828590e-03 4.672545e-05
-4.083254e+00  2.241768e-03  6.872939e-03 5.226281e-05
-4.082928e+00 -3.489018e-03 -4.817192e-03 3.537859e-05
-4.082603e+00  3.669981e-03  1.289228e-03 1.513087e-05
-4.082277e+00 -2.729240e-03  2.633141e-03 1.438219e-05
-4.081952e+00  9.542196e-04 -5.751445e-03 3.398966e-05
-4.081626e+00  1.112633e-03  7.112746e-03 5.182910e-05
-4.081300e+00 -2.839617e-03 -6.300850e-03 4.776414e-05
-4.080975e+00  3.698851e-03  3.563554e-03 2.638041e-05
-4.080649e+00 -3.427623e-03  2.629872e-04 1.181776e-05
-4.080324e+00  2.108723e-03 -4.009676e-03 2.052422e-05
-4.079998e+00 -1.451655e-04  6.531662e-03 4.268368e-05
-4.079673e+00 -1.862957e-03 -7.058161e-03 5.328825e-05
-4.079347e+00  3.301870e-03  5.428033e-03 4.036589e-05
-4.079022e+00 -3.731717e-03 -2.139094e-03 1.850144e-05
-4.078696e+00  3.021015e-03 -1.803903e-03 1.238060e-05
-4.078371e+00 -1.386876e-03  5.196220e-03 2.892412e-05
-4.078045e+00 -6.713210e-04 -7.001225e-03 4.946782e-05
-4.077720e+00  2.524535e-03  6.667169e-03 5.082442e-05
-4.077394e+00 -3.606314e-03 -4.295844e-03 3.145977e-05
-4.077069e+00  3.585938e-03  6.115630e-04 1.323296e-05
-4.076743e+00 -2.469527e-03  3.260075e-03 1.672665e-05
-4.076418e+00  5.981988e-04 -6.136074e-03 3.800925e-05
-4.076092e+00  1.456153e-03  7.137510e-03 5.306443e-05
-4.075767e+00 -3.065638e-03 -5.958136e-03 4.489752e-05
-4.075441e+00  3.738278e-03  2.958033e-03 2.272468e-05
-4.075115e+00 -3.268388e-03  9.463259e-04 1.157789e-05
-4.074790e+00  1.799476e-03 -4.562041e-03 2.405033e-05
-4.074464e+00  2.195881e-04  6.784254e-03 4.607432e-05
-4.074139e+00 -2.171735e-03 -6.933759e-03 5.279344e-05
-4.073813e+00  3.460290e-03  4.964599e-03 3.662085e-05
-4.073488e+00 -3.691342e-03 -1.478192e-03 1.581106e-05
-4.073162e+00  2.794167e-03 -2.460353e-03 1.386071e-05
-4.072837e+00 -1.042872e-03  5.647632e-03 3.298333e-05
-4.072511e+00 -1.027348e-03 -7.109638e-03 5.160239e-05
-4.072186e+00  2.783766e-03  6.399411e-03 4.870181e-05
-4.071860e+00 -3.689507e-03 -3.733681e-03 2.755284e-05
-4.071535e+00  3.467648e-03 -7.326693e-05 1.202995e-05
-4.071209e+00 -2.185888e-03  3.858331e-03 1.966482e-05
-4.070884e+00  2.358891e-04 -6.464941e-03 4.185110e-05
-4.070558e+00  1.786401e-03  7.096463e-03 5.355102e-05
-4.070233e+00 -3.262882e-03 -5.559669e-03 4.155632e-05
-4.069907e+00  3.742217e-03  2.323855e-03 1.940449e-05
